이름,유형,도로명주소,지번주소,전화번호,홈페이지,체크인/아웃시간,별점,리뷰 개수,위도,경도
신흥부부,민박,제주 제주시 조천읍 신흥로1길 52 신흥부부,신흥리 536,0507-1436-2120,https://blog.naver.com/qazxc2001,미제공,0.0,35,35.0154039137211,127.258062664085
일로펜션,민박,제주 서귀포시 남원읍 신례로 309-7 일로펜션,신례리 1060-1,0507-1376-2922,http://www.ilo.jeju.kr/,입실 15:00 퇴실 11:00,0.0,53,33.2895644526848,126.626619179323
돌랑채,민박,제주 제주시 애월읍 애납로 30,애월리 1043-3,0507-1482-2110,https://www.instagram.com/dolrang.stay,미제공,0.0,21,33.4512777610974,126.326753193947
한동리브로콜리,민박,제주 제주시 구좌읍 한동로 24,한동리 1130-3,010-9094-0801,https://blog.naver.com/971394,미제공,4.98,249,33.537847475106,126.824308209159
함덕다몰펜션,민박,제주 제주시 조천읍 함덕27길 32-8 다몰펜션,함덕리 272-25,010-3599-1369,http://damol.co.kr,미제공,4.57,136,33.5423922289889,126.672531289443
우도닻,민박,제주 제주시 우도면 우목길 72 2층,연평리 2213-1,0507-1316-5720,미제공,입실 16:00 퇴실 11:00,0.0,48,33.5094799684628,126.94755028375
고등어민박 구좌 세화 감성숙소,펜션,제주 제주시 구좌읍 해맞이해안로 1026 2층,한동리 1338-8,010-4342-6364,https://blog.naver.com/leehaein77,입실 16:00 퇴실 10:30,0.0,86,33.5408319537816,126.830791147133
스테이 빌레,민박,제주 제주시 구좌읍 한동로3길 46,한동리 885-4,010-7749-0346,http://booking.naver.com/booking/3/bizes/761876,미제공,0.0,20,33.5326003528361,126.828355625873
동춘스테이,민박,제주 제주시 구좌읍 김녕로2길 15,김녕리 3477,010-3470-5529,https://blog.naver.com/dongchunstay,미제공,0.0,57,33.554140584059,126.743606557921
장전1038,민박,제주 제주시 애월읍 장전남2길 18 펜션장전1038,장전리 1038-1,0507-1328-5864,https://blog.naver.com/jangjeon1038,미제공,0.0,23,33.4495343639023,126.38764036324
달빛명월,민박,제주 제주시 한림읍 명월성로 132 달빛명월,명월리 2131-5,0507-1370-9366,https://www.instagram.com/moonlight.myungwol/,미제공,0.0,16,33.3973627001566,126.263332097156
민들레민박,민박,제주 제주시 조천읍 함덕12길 31-1,함덕리 1394-4,0507-1440-1097,https://www.instagram.com/jeju_mindelle,미제공,0.0,16,33.5393810438469,126.664964242731
모월모일,민박,제주 제주시 한경면 금등4길 54,금등리 568-1,010-4829-1453,https://www.instagram.com/mowolmoil,미제공,0.0,2,33.3582209925801,126.195399497106
다다른,민박,제주 제주시 구좌읍 평대10길 49,평대리 1006-2,0507-1355-2151,https://blog.naver.com/dada_rrn,미제공,0.0,48,33.522472217114,126.84408780692
하귤스테이,민박,제주 서귀포시 대정읍 무릉중앙로21번길 20,무릉리 3185-1,0507-1365-3513,https://www.instagram.com/hagyul_jj/,미제공,0.0,28,33.2682753393212,126.200613109814
바니네민박집,민박,제주 제주시 한림읍 금능3길 28 2층,금능리 1534,010-9490-1199,https://blog.naver.com/ultraks78,미제공,4.93,146,33.3891087098383,126.226143682671
무이비엔,민박,제주 제주시 구좌읍 한동로4길 3,한동리 948-1,070-7570-3341,https://blog.naver.com/muybien948,미제공,4.67,220,33.5350862948233,126.82333075348
덕천나이트,민박,[],제주 제주시 구좌읍 덕천리 322-4,0507-1482-0722,https://www.instagram.com/p/CfjiUw8PfMp/?igshid=YmMyMTA2M2Y=,미제공,0.0,13,33.5073599830215,126.772453413282
씨타운다이어리,민박,제주 제주시 조천읍 함덕28길 15 별채,함덕리 4163-6,0507-1337-4002,http://www.seatowndiary.com,미제공,4.96,96,33.537882265471,126.676469804438
스테이 달숲,민박,제주 제주시 구좌읍 행원로1길 32-4 스테이 달숲,행원리 1537-22,0507-1338-1460,https://www.instagram.com/stay_dalsoop/,미제공,0.0,117,33.5547345596925,126.800234201116
어느날문득제주,민박,제주 제주시 구좌읍 계룡길 25-10,한동리 11-34,0507-1341-4110,https://blog.naver.com/a-moon,미제공,4.91,214,33.5385163627163,126.834513082951
위하여,민박,제주 제주시 한림읍 협재1길 55-14,협재리 1440,0507-1351-8017,미제공,미제공,5.0,83,33.3996302165711,126.245613285735
재재스테이,민박,제주 제주시 애월읍 예원남1길 55,수산리 160,010-9064-2885,https://blog.naver.com/jaejae_stay,입실 16:00 퇴실 11:00,0.0,13,33.4589260255081,126.39690438985
박별김모리,민박,제주 제주시 애월읍 봉성로3길 11-1 박별김모리,봉성리 3855,0507-1333-4694,https://blog.naver.com/moristar-jeju,미제공,4.94,354,33.4188396392925,126.311521520079
귤낭하우스펜션,펜션,제주 서귀포시 이어도로 1028-12 C동 귤낭하우스,법환동 94-3,0507-1312-2756,http://www.orangetree.kr/,입실 15:00 퇴실 11:00,4.64,489,33.2432054475383,126.52197226802
하하하도,민박,제주 제주시 구좌읍 문주란로3길 5-4,하도리 1538,010-9798-1822,https://blog.naver.com/haha-hado,미제공,4.93,163,33.5196023633914,126.88501104571
밤편지,민박,제주 서귀포시 남원읍 신흥앞동산로 82 1층,신흥리 287-1,0507-1330-3948,http://naver.me/GWrRi9hb,미제공,4.97,114,33.3087564200162,126.768036172101
저지차경,민박,제주 제주시 한경면 수동4길 1-5,저지리 1336,010-9899-6488,https://www.instagram.com/jeju.cg,미제공,4.79,93,33.337762201351,126.240107922438
제주 아이섬 독채키즈풀빌라,민박,제주 서귀포시 월평로 16 1층,월평동 464-1,010-2050-1383,http://wolpyeong-i.co.kr,입실 15:00 퇴실 11:00,0.0,52,33.4699813610968,126.580900772296
구김스테이,민박,제주 제주시 구좌읍 김녕로19길 51 구김스테이,김녕리 1577-1,0507-1369-7087,미제공,미제공,0.0,62,33.5566486479302,126.750049880348
너와제주,민박,제주 제주시 구좌읍 문주란로 42-3,하도리 1558-1,010-4547-5542,https://jejuwithyou.modoo.at,입실 16:00 퇴실 11:00,4.88,106,33.5189830936742,126.887310946322
스테이 오조 & 히끄네 민박,민박,제주 서귀포시 성산읍 오조로 75-6,오조리 149,0507-1402-8616,https://blog.naver.com/ojori149,입실 17:00 퇴실 10:00,4.89,248,33.4606092376284,126.914936135557
자리애,민박,제주 제주시 구좌읍 동복로2길 9,동복리 1414-3,010-9890-3792,https://blog.naver.com/jarilove,입실 16:00 퇴실 11:00,5.0,87,33.552272934149,126.712609587746
빌레못민박,민박,제주 제주시 구좌읍 하도7길 25-4 2층,하도리 1370,010-6384-1475,https://www.instagram.com/villemot_stay/,미제공,0.0,58,33.5171646425923,126.886902235834
그날저지,민박,제주 제주시 한경면 수동4길 1-4,저지리 1338,010-3222-7789,미제공,미제공,0.0,11,33.3375258079355,126.240049824288
월정 여가 펜션,민박,제주 제주시 구좌읍 해맞이해안로 622 1층,행원리 576-3,0507-1344-3685,미제공,입실 15:00 퇴실 11:00,0.0,170,33.5566491178596,126.810986595005
별하비스테이,민박,제주 서귀포시 남원읍 신흥앞동산로35번길 23-4,신흥리 299-10,0507-1384-0273,미제공,미제공,0.0,40,33.3074703687681,126.767282232755
류은주택,민박,제주 서귀포시 남원읍 하례로620번길 80,하례리 1196-7,0507-1364-1354,https://blog.naver.com/on_maum,미제공,4.94,58,33.2954627420878,126.619081168122
월가스테이,민박,제주 서귀포시 안덕면 화순해안로 7-4 월가스테이,화순리 1001,0507-1373-4613,https://blog.naver.com/jeju-wolgastay,미제공,0.0,106,33.2927681697259,126.317486993718
제주고옥,민박,제주 제주시 한림읍 귀덕14길 26-1,귀덕리 1143-2,010-2145-8552,https://www.instagram.com/,미제공,0.0,8,33.4415156089079,126.294790804992
감산차경,민박,제주 서귀포시 안덕면 감산로 37-8 제일 안쪽집,감산리 1620-1,0507-1353-1620,https://www.instagram.com/gamsan_chakyung,미제공,0.0,72,33.2605326818405,126.351049296988
하도언니네민박,펜션,제주 제주시 구좌읍 일주동로 3526-26 두번째 검은색 집,하도리 1084-3,0507-1448-0243,https://blog.naver.com/flsk0060,입실 16:00 퇴실 11:00,0.0,121,33.5098825222683,126.885850168666
로사네,민박,제주 제주시 한경면 고산로4길 21,고산리 2302-2,010-5105-7881,http://airbnb.com/h/rosahouse,미제공,0.0,33,33.3054405626993,126.181583496469
제주우,민박,제주 제주시 한림읍 귀덕12길 58,귀덕리 1393-2,0507-1395-0466,http://pf.kakao.com/_xmUxjxkb,입실 16:00 퇴실 11:00,0.0,21,33.4390461216936,126.291256547338
돌집 달문,민박,제주 서귀포시 안덕면 소기왓로 31-5,창천리 766-15,0507-1360-0377,https://blog.naver.com/dalmoonstory,미제공,5.0,123,33.2377078238704,126.368824809596
스테이 무림,민박,제주 서귀포시 남원읍 위미대화로 23-26,위미리 2923,0507-1378-8953,https://blog.naver.com/stay_murim,미제공,0.0,38,33.2723347112219,126.658061878323
그공간,민박,제주 제주시 구좌읍 종달로3길 43-1,종달리 1085,010-8553-6450,https://blog.naver.com/sis1029,입실 16:00 퇴실 11:00,4.98,309,33.4948317395238,126.902130338934
서유의섬,민박,제주 서귀포시 중문로 135,중문동 1012-2,010-5707-9333,https://www.instagram.com/seoyu_island,입실 16:00 퇴실 11:00,0.0,12,33.2628941287587,126.426628967002
희도민박,민박,제주 제주시 구좌읍 평대11길 11 단독주택,평대리 96-1,0507-1342-4146,https://blog.naver.com/stay_heedo,미제공,0.0,39,33.5252466581094,126.851680813005
유수암돌집,민박,제주 제주시 애월읍 유수암동5길 6-1 유수암돌집,유수암리 628,010-2910-5689,https://blog.naver.com/komokh,미제공,0.0,40,33.4427224221974,126.404400360551
코롱코롱풀빌라,민박,제주 서귀포시 대정읍 노을해안로 216-6,영락리 1551-28,010-6620-9070,http://jejukorongkorong.co.kr/,미제공,4.24,186,33.2458901587935,126.207267287893
코롱코롱풀빌라,민박,제주 서귀포시 대정읍 노을해안로 216-6,영락리 1551-28,010-6620-9070,http://jejukorongkorong.co.kr/,미제공,4.24,186,33.2458901587935,126.207267287893
대정시크릿풀빌라앤리조트,펜션,제주 서귀포시 대정읍 노을해안로 216-6,영락리 1551-28,010-4448-9870,http://daejeongsecret.com,입실 16:00 퇴실 11:00,4.81,608,33.2458901587935,126.207267287893
대정시크릿풀빌라앤리조트,펜션,제주 서귀포시 대정읍 노을해안로 216-6,영락리 1551-28,010-4448-9870,http://daejeongsecret.com,입실 16:00 퇴실 11:00,4.81,608,33.2458901587935,126.207267287893
배목수집,민박,제주 제주시 구좌읍 세송로 43,세화리 815,0507-1404-9380,https://blog.naver.com/nabong74,미제공,0.0,292,33.5146857214363,126.858900556733
명월민박,민박,제주 제주시 한림읍 명월로4길 5,명월리 1719-1,0507-1337-6512,http://www.instagram.com/jeju.fullmoon,미제공,4.62,124,33.3866546849026,126.265948473789
선흘그곶,민박,제주 제주시 조천읍 선흘동2길 20-2 옛집,선흘리 1078,010-3502-2183,https://www.instagram.com/stonehouse_jeju,입실 16:00 퇴실 11:00,0.0,1,33.5131048908144,126.70659109202
종달차경메리골드,민박,제주 제주시 구좌읍 해맞이해안로 2428-2 A동 1층,종달리 596-6,0507-1406-7503,https://www.instagram.com//jongdal_chakyoung?igshid=ZDdkNTZiNTM=,미제공,0.0,23,33.4889059998736,126.906171031316
애월과 한림사이,민박,제주 제주시 한림읍 한림해안로 716-7 애월과한림사이펜션,귀덕리 3096-2,0507-1334-3560,미제공,미제공,0.0,29,33.4436200404747,126.284926764736
"유달리,동복",민박,제주 제주시 구좌읍 동복로1길 20-1 1동,동복리 1528,0502-1909-2549,https://www.instagram.com/u.dally.dongbok,미제공,0.0,25,33.5536175129809,126.712740923125
스테이느으린,민박,제주 서귀포시 대정읍 삼통로 75 2층,영락리 988-6,0507-1359-9264,https://www.instagram.com/stay_noh_o_ran,미제공,0.0,15,33.2609871810214,126.21358507374
고요히,민박,제주 제주시 구좌읍 김녕항3길 10-6,김녕리 3697,0507-1372-6477,https://www.instagram.com/stay_koyohi,미제공,0.0,30,33.5567628324743,126.747449893067
소안재,민박,제주 제주시 조천읍 신촌북3길 26-3 소안재,신촌리 2287,0507-1338-0248,https://www.instagram.com/soanjae2287,미제공,0.0,48,33.5371865209893,126.616557011027
금성브릿지민박,펜션,제주 제주시 애월읍 금성1길 29-3,금성리 569,064-799-8911,http://bridge.smart9.net,미제공,4.88,137,33.4468555816978,126.299509910263
마녀의언덕,민박,제주 서귀포시 예래해안로 207,하예동 702-6,0507-1336-3917,https://witchhill.modoo.at/,입실 16:00 퇴실 10:00,0.0,331,33.2342265554201,126.384492409583
보메와산펜션,민박,제주 제주시 조천읍 미래로 53,와산리 1194,010-9898-4744,https://bomewasan.modoo.at,미제공,4.88,423,33.4844877691894,126.680178476445
주연,민박,제주 제주시 구좌읍 문주란로 143,하도리 382,010-3694-2466,https://sook4713.modoo.at,미제공,0.0,35,33.522446520409,126.896204219186
마라도써니힐,민박,제주 서귀포시 대정읍 마라로101번길 10,가파리 668,0507-1472-5508,https://www.airbnb.co.kr/rooms/714622004723609828?check_out,미제공,0.0,6,33.1155379515243,126.267250747673
제주감성자쿠지민박 무릇,펜션,제주 제주시 한경면 수룡2길 37 1층,청수리 2472-1,0507-1352-6452,https://www.instagram.com/mooreut_jeju/,미제공,0.0,26,33.3073351921371,126.242020060615
동광차경,민박,제주 서귀포시 안덕면 동광본동로33번길 33,동광리 962-5,010-5032-3352,https://www.instagram.com/dongkwang_chakyoung,미제공,0.0,50,33.3073754007786,126.337191664883
산책자의 집,민박,제주 제주시 구좌읍 계룡길 38,한동리 10-112,010-2660-8490,https://www.instagram.com/flaneur_jeju,미제공,0.0,56,33.5391446610516,126.834967415504
까사델마마223,민박,제주 제주시 조천읍 신촌서5길 99-1 2동,신촌리 2426-1,0507-1335-5281,미제공,미제공,0.0,268,33.5359358927841,126.615413046091
스테이느린,민박,제주 제주시 구좌읍 월정7길 28-13,월정리 51,0507-1339-5872,https://blog.naver.com/staynrin,미제공,0.0,35,33.5543584715958,126.797384251013
조천제비집,민박,제주 제주시 조천읍 조천9길 27-1,조천리 2477,0507-1329-6177,https://blog.naver.com/qhtjr87,미제공,0.0,58,33.5381758975993,126.636548334075
제주 대가족 독채숙소 근동이네독채민박,펜션,제주 제주시 구좌읍 동복로2길 2,동복리 1481,010-5171-9131,https://www.instagram.com/jeju_gdhouse,입실 16:00 퇴실 11:00,4.63,75,33.5527784282853,126.712403104026
와산스테이인제주,민박,제주 제주시 조천읍 와산1길 12,와산리 629-1,0507-1477-6866,https://blog.naver.com/akgloval18/222849988970,입실 16:00 퇴실 11:00,0.0,73,33.4907521584237,126.683753095823
소예하도,민박,제주 제주시 구좌읍 하도13길 18,하도리 1091-20,010-9629-6123,https://blog.naver.com/staysoye,미제공,0.0,21,33.509604848763,126.888846797983
스테이퐁낭,민박,제주 제주시 애월읍 하광로 483,광령리 2994-1,010-7547-2914,https://blog.naver.com/iampda,미제공,4.91,61,33.4480077020852,126.429471368238
그날의 하도,민박,제주 제주시 구좌읍 문주란로5길 18,하도리 1574-1,0507-1357-2042,https://link.inpock.co.kr/of_the_day__hado,미제공,0.0,18,33.5201035170053,126.886919508981
경복민박,펜션,제주 제주시 애월읍 신엄안3길 93-14 1.2동,신엄리 2938,0507-1358-9310,http://경복민박.com/,입실 15:30 퇴실 11:00,0.0,163,33.4736624211757,126.357275071891
목하 제주,민박,제주 제주시 구좌읍 충렬로 141-9 목하제주,세화리 1728-58,0507-1440-1267,http://www.stayfolio.com/findstay/mokha-jeju,미제공,0.0,137,33.510938674488,126.846837235793
하귀로민박,민박,제주 제주시 애월읍 하귀10길 39-5,하귀1리 404-1,0507-1389-1727,미제공,미제공,0.0,22,33.4892724482514,126.409454617775
의귀하루,민박,제주 서귀포시 남원읍 원님로25번길 33-3 .,의귀리 655-7,0507-1355-4199,https://blog.naver.com/lkhoasis,미제공,4.95,45,33.3162247352476,126.718446056098
조용한생활,민박,제주 제주시 구좌읍 월덕로 537 조용한생활,덕천리 302-3,010-8852-0537,https://www.aquietlife.co.kr/,미제공,4.85,420,33.5034638996176,126.771769456838
우무레 민박,민박,제주 서귀포시 안덕면 소기왓로 41,창천리 746-4,0507-1342-7225,https://blog.naver.com/jik923,미제공,4.92,172,33.2385643417504,126.369282694933
여기남쪽섬곱은달길,민박,제주 제주시 조천읍 곱은달남길 193-1 다동,와산리 1636-2,0507-1347-1038,https://www.instagram.com/southisland_moon,미제공,0.0,12,33.4943239199559,126.671920896656
두모로우,민박,제주 제주시 한경면 두모5길 22 주황색 지붕,두모리 2724-1,010-8786-2724,https://www.instagram.com/doomorrow_jeju,미제공,0.0,13,33.3533155715282,126.183404153693
노랑제주,민박,제주 제주시 애월읍 고성남3길 11 번지,고성리 135-8,010-2698-9824,https://air.tl/X8BwkDhO,미제공,0.0,1,33.4354304120625,126.426745638437
쇼어261,민박,제주 제주시 한경면 신한로 59-11 2층,신창리 26-1,0507-1465-0281,https://blog.naver.com/9989197/222766387198,입실 16:00 퇴실 11:00,0.0,27,33.3466698449318,126.188448701192
벨진우영,민박,제주 제주시 한경면 일주서로 4515,판포리 2944-4,0507-1371-4515,https://blog.naver.com/beljinwooyoung,미제공,0.0,130,33.3644001585199,126.198261693935
1713 in jeju,민박,제주 제주시 구좌읍 비자림로 2722,평대리 1713-1,0507-1370-5016,http://pf.kakao.com/_ZZzRG,입실 16:00 퇴실 12:00,0.0,19,33.5279889717401,126.838911842975
스테이망고,민박,제주 서귀포시 남원읍 한신로143번길 137,한남리 146-3,0507-1339-8647,https://www.instagram.com/_stay_mango/?igshid=YmMyMTA2M2Y=,미제공,0.0,25,33.3205285721736,126.701759379998
랑데뷰 펜션,민박,제주 제주시 애월읍 애월해안로 470,신엄리 2802-5,070-8900-0101,https://blog.naver.com/jeju-rdv,미제공,4.73,114,33.4774813227993,126.354665778684
하마다,민박,제주 서귀포시 남원읍 일주동로 6863,태흥리 582-1,0507-1401-5821,https://blog.naver.com/hamadajeju,입실 16:00 퇴실 11:00,4.88,4317,33.2887401512206,126.746134183803
하마다,민박,제주 서귀포시 남원읍 일주동로 6863,태흥리 582-1,0507-1401-5821,https://blog.naver.com/hamadajeju,입실 16:00 퇴실 11:00,4.88,4317,33.2887401512206,126.746134183803
빌라노하마다,민박,제주 서귀포시 남원읍 태위로977번길 26,태흥리 582-1,0507-1312-5821,https://blog.naver.com/hamadajeju,미제공,4.82,2035,33.2887401512206,126.746134183803
빌라노하마다,민박,제주 서귀포시 남원읍 태위로977번길 26,태흥리 582-1,0507-1312-5821,https://blog.naver.com/hamadajeju,미제공,4.82,2035,33.2887401512206,126.746134183803
귤림동화,민박,제주 서귀포시 남원읍 원님로25번길 33-14,의귀리 734-3,0507-1424-1315,https://www.instagram.com/gyullim_donghwa,입실 16:00 퇴실 11:00,0.0,90,33.3156212772656,126.717255335172
벧디스테이 & 스튜디오,민박,제주 제주시 구좌읍 김녕로1길 56-4,김녕리 1371,0507-1326-9856,https://blog.naver.com/petographer_sj,미제공,0.0,38,33.5573596955318,126.749361864984
스테이들락,민박,제주 제주시 한림읍 귀덕로 82-5 스테이들락,귀덕리 752-2,0507-1496-1074,https://www.instagram.com/stay_deullac,미제공,0.0,24,33.4375895365332,126.296500777584
돌코롬성산,민박,제주 서귀포시 성산읍 일출로 284-4 3층,성산리 125-2,010-5248-1026,https://blog.naver.com/dolcorom_seongsan,미제공,0.0,31,35.8092319548752,128.485014888829
연연풍진,민박,제주 서귀포시 안덕면 사계중앙로44번길 19-2,사계리 2537-1,0507-1317-3612,https://blog.naver.com/b612ofyou,입실 16:00 퇴실 11:00,4.91,52,33.2288588296056,126.29501408848
스테이시작,민박,제주 제주시 애월읍 봉성로2길 46-83 1층,봉성리 2951-5,0507-1409-7835,https://www.instagram.com/stay_seajak,입실 15:00 퇴실 11:00,0.0,35,33.4093077133176,126.313956710329
하도가을이네,민박,"제주 제주시 구좌읍 하도3길 108-13 큰동, 별동",하도리 1804-3,010-3472-5553,미제공,미제공,0.0,52,33.5266166147072,126.882208477024
스테이가량,민박,제주 서귀포시 대정읍 무릉사장로 6 제주 풀빌라 스테이가량,무릉리 3130-8,0507-1348-6452,https://staygaryang.modoo.at,미제공,0.0,36,33.2678783337785,126.197697118222
제주를 담다,민박,제주 제주시 구좌읍 상도로 292-46 구좌읍 세화리,세화리 1858-60,0507-1310-6436,https://www.instagram.com/jejudamda_gujwa,미제공,0.0,109,33.4908814430722,126.849568385849
스테이다온,민박,제주 제주시 한경면 주전길 94-45,용수리 3655-2,010-2965-9220,https://www.instagram.com/stay.daon,미제공,0.0,68,33.3344993019665,126.172549493563
당근민박,민박,제주 제주시 구좌읍 면수2길 15,하도리 3211-1,0507-1438-3988,https://www.instagram.com/carrot.stay.jeju,입실 16:00 퇴실 11:00,0.0,11,33.5228497764502,126.868884693575
바당올레662,민박,제주 제주시 한림읍 한림해안로 662,귀덕리 3146,0507-1335-6620,https://blog.naver.com/bumhan2,미제공,4.86,62,33.4422995700829,126.282365626869
소다라하우스,민박,제주 서귀포시 안덕면 사계남로84번길 16-4,사계리 2294-15,010-4861-1915,https://www.instagram.com/jejusaudara,미제공,0.0,19,33.2256980195223,126.299416956192
사계화,민박,"제주 서귀포시 안덕면 사계중앙로 5 1층,2층",사계리 2252-3,0507-1365-1678,https://abnb.me/szdYpzpvvxb,미제공,0.0,114,33.2308719870832,126.298032527117
제주달빛,민박,제주 제주시 조천읍 함덕12길 23 제주달빛,함덕리 1379-1,0507-1340-3619,https://blog.naver.com/topic40,미제공,0.0,79,33.5401240125393,126.664552139699
뜨라네,민박,제주 제주시 오등봉길 45-4 뜨라네,도남동 343-8,010-9768-2359,https://blog.naver.com/solyeun2,미제공,4.93,145,33.4771006835271,126.522784315797
민박집섶낭,민박,제주 제주시 한림읍 협재2길 41 단독주택 2층,협재리 2024,010-6746-1811,https://blog.naver.com/seopnang,미제공,4.96,222,33.3920236406834,126.244167198401
오시오민박펜션,펜션,제주 제주시 조천읍 북촌서길 19,북촌리 1420,064-783-0483,http://www.oshio.kr/,입실 15:00 퇴실 11:00,4.77,30,33.5485215864432,126.686453391219
Coda,민박,제주 제주시 한림읍 수원7길 63,수원리 653-1,010-5025-7977,http://blog.naver.com/codajeju,미제공,0.0,42,33.4277920848995,126.265474325192
제주나봄,민박,제주 제주시 구좌읍 평대5길 35,평대리 611-1,010-9113-8776,https://blog.naver.com/jyp3541,미제공,4.91,130,33.5319040185168,126.841665632736
함덕리에,민박,제주 제주시 조천읍 함덕8길 25,함덕리 1202,010-4173-8655,https://www.instagram.com/hamdeok_rie,미제공,0.0,37,33.541255761122,126.663116551744
종달별장,민박,제주 제주시 구좌읍 종달로3길 30-12,종달리 965,010-5529-7767,https://www.instagram.com/jongdalvilla,미제공,0.0,9,33.4942011829765,126.901027622864
그냥제주,민박,제주 제주시 애월읍 곽지1길 12-9,곽지리 1581-1,010-6859-9858,https://www.instagram.com/g._.nyang_jeju,미제공,0.0,43,33.4480834736992,126.304896965796
명랑해녀홈스테이,민박,제주 서귀포시 남원읍 신례상로38번길 8,신례리 1337-2,010-7187-0237,https://blog.naver.com/happy_haenyeo,미제공,0.0,59,33.2930534417354,126.630771529519
미완,민박,제주 제주시 구좌읍 평대7길 38,평대리 592-1,0507-1324-6277,https://www.instagram.com/miwan.38,미제공,0.0,26,33.5311560236085,126.843415850537
슬로우스테이,민박,제주 제주시 한림읍 귀덕11길 31,귀덕리 977-1,0507-1398-6703,미제공,미제공,0.0,11,33.4461511230104,126.295110027182
메종드롸루코,민박,제주 제주시 구좌읍 덕천길 10-7,덕천리 1193,010-4925-1525,https://blog.naver.com/lovelyhalmang,미제공,5.0,101,33.4844572966378,126.746261178289
아이보리매직,민박,제주 제주시 구좌읍 한동로 69-1,한동리 1976-5,0507-1428-1107,https://blog.naver.com/ivorymagic1976,미제공,4.97,243,33.5341062943185,126.823040346228
스테이 오후,민박,제주 제주시 구좌읍 상도로 24 스테이 오후,상도리 669,010-3717-6690,https://www.instagram.com/stay.oohhoo,입실 16:00 퇴실 11:00,0.0,9,33.5127545055555,126.864650496277
고고애월,민박,제주 제주시 애월읍 애월해안로 56 3층 고고애월,애월리 1819-37,0507-1306-1088,https://blog.naver.com/bmwxy2000,미제공,0.0,38,33.4671025999399,126.320298049967
스테이수산,민박,제주 서귀포시 성산읍 수시로 37,수산리 563,0507-1344-8330,http://instagram.com/stay__susan,미제공,0.0,40,33.4699754303147,126.394014401606
라이앤미,민박,제주 서귀포시 열리로 103-4,하예동 74-6,010-4981-4565,https://www.instagram.com/rai_n.me,미제공,4.9,285,33.2465729796559,126.387301115165
안도스테이,민박,제주 제주시 한림읍 한상로 116-4,상대리 3228,0507-1401-3534,https://www.instagram.com/ando_stay_,미제공,0.0,26,33.4085772387824,126.286807299179
바다하우스민박,펜션,제주 제주시 애월읍 애월해안로 218,고내리 1176,064-799-6192,http://naver.me/5w5gi74T,미제공,5.0,132,33.4665335199898,126.335749108709
제주의추억,민박,제주 제주시 구좌읍 상도로 9-1,상도리 659,0507-1339-2612,https://booking.naver.com/booking/3/bizes/252667,미제공,4.88,167,33.5135147240148,126.865966311464
감성스테이 바다나무,민박,제주 제주시 애월읍 중엄1길 21-2 바다나무,신엄리 1175,0507-1372-9789,https://www.instagram.com/sea_tree9789,미제공,0.0,106,33.4746528014687,126.370252758018
쉼의숲,민박,제주 서귀포시 남원읍 신례로 298,신례리 1310-5,0507-1360-2763,https://www.instagram.com/simesoop/,미제공,0.0,9,33.2904087906805,126.628623492359
제주더힐링하우스,민박,제주 제주시 구좌읍 하도7길 130-108 제주더힐링하우스,하도리 230,0507-1341-7329,https://blog.naver.com/jeju_the_healing,입실 15:00 퇴실 11:00,0.0,17,33.5166252086673,126.898556582406
세화에서,민박,제주 제주시 구좌읍 해맞이해안로 1376 독채,평대리 3346-3,0507-1315-9072,https://blog.naver.com/loveme5149,입실 17:00 퇴실 12:00,4.89,118,33.5278046628633,126.854943324986
애월기록 안집,민박,제주 제주시 애월읍 번대동길 4,하귀2리 2964-9,0507-1381-0415,http://www.instagram.com/aewolgirok_stay,미제공,0.0,44,33.4783867837943,126.391894578997
a tiny little peace,민박,제주 서귀포시 대정읍 보성상로 11-38,보성리 1561-1,0507-1369-3857,http://atinylittlepeace.com,미제공,0.0,45,33.2521576125848,126.271436517323
더 칠린,민박,제주 제주시 애월읍 애월로 84 더 칠린,애월리 2115-5,미제공,https://www.instagram.com/the._.chillin,미제공,0.0,26,33.4642455080035,126.316400955658
신창 그리고 제주,민박,제주 제주시 한경면 성굴로1길 10-1,신창리 1064-1,0507-1438-0432,https://www.instagram.com/stay_sinandjeju,미제공,0.0,18,33.3392866725506,126.184574444975
무무림,민박,제주 제주시 애월읍 소길남길 223,소길리 974-58,0507-1385-7260,https://www.instagram.com/stay_mumurim,미제공,0.0,40,33.4178562377537,126.378107122682
1025,민박,제주 제주시 조천읍 선교로 221,선흘리 2046-3,0507-1398-7820,https://www.instagram.com/oztf_1025,미제공,0.0,17,33.4841377252583,126.70129822137
또봄이네,민박,제주 서귀포시 남원읍 신흥앞동산로35번길 3,신흥리 271-1,0507-1305-2711,https://www.instagram.com/jeju_springagain,입실 16:00 퇴실 11:00,4.83,143,36.1573393957737,129.37652226118
무위의 공간,민박,제주 제주시 한경면 명이1길 32 무위의공간,저지리 2481-3,0507-1351-9202,https://blog.naver.com/spacemuwi,미제공,0.0,46,33.3225985716394,126.267649914622
제주 모퉁이돌집 펜션,민박,제주 제주시 애월읍 납읍동1길 6-1,납읍리 1773,010-2560-5436,http://모퉁이돌집.com/,미제공,0.0,43,33.4415032539068,126.329592408767
에스뜨레야 오션뷰펜션,민박,제주 제주시 구좌읍 월정7길 48,월정리 7-1,010-4320-2632,http://jejuestrella.kr/,미제공,4.54,109,33.5549911903555,126.796712007844
