이름,유형,도로명주소,지번주소,전화번호,홈페이지,테마,위도,경도
콤마앤리조트,"콘도,리조트",제주특별자치도 서귀포시 안덕면 사계중앙로3번길 22,안덕면 사계리 2266-1,064-903-1177,http://www.commajeju.com/,숙소,33.2302117461154,126.299666444897
한라산국립공원 관음사지구야영장,"야영,캠핑장",제주특별자치도 제주시 산록북로 588,오등동 산 180-3,,http://www.jeju.go.kr/hallasan/index.htm,숙소,33.4216134051671,126.549757591879
건축학개론펜션,펜션,제주특별자치도 서귀포시 성산읍 신풍하동로 224-33,성산읍 신풍리 179,064-784-0007,https://www.instagram.com/gunchuk_jeju,숙소,33.3586019593906,126.859836496594
펜션연리,펜션,제주특별자치도 서귀포시 논짓물로48번길 3,하예동 463-1,064-739-2564,http://www.pensionyeoli.com/,숙소,33.2404119640175,126.386283272612
더비치펜션,펜션,제주특별자치도 제주시 서해안로 486-4,용담삼동 2342-2,064-711-8831,http://www.thebeachjeju.com/,숙소,33.5185248388879,126.490733515467
아쿠아뷰티크,펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 522,구좌읍 행원리 1515-9,0507-1441-1026,http://aquabeautique.com/,숙소,33.5568393561436,126.801482829221
사하라호텔,호텔,제주특별자치도 제주시 서광로 265,삼도일동 559-10,064-721-0707,,숙소,33.5002559092817,126.524742880862
하모니리조트,"콘도,리조트",제주특별자치도 제주시 한림읍 협재로 213,한림읍 협재리 964-1,064-796-8441,http://www.jejuharmony.com/,숙소,33.3793592515117,126.25211079947
도체비낭게스트하우스,게스트하우스,제주특별자치도 서귀포시 안덕면 사계남로 64-11,안덕면 사계리 2325-7,010-8546-8554,http://blog.naver.com/dochebinang,숙소,33.2261026584485,126.297082072575
대정시크릿풀빌라&리조트,펜션,제주특별자치도 서귀포시 대정읍 노을해안로 216-6,대정읍 영락리 1551-28,010-4448-9870,http://daejeongsecret.com/,숙소,33.2462424017126,126.207264966306
뉴오션리조트,"콘도,리조트",제주특별자치도 제주시 애월읍 고내로13길 59,애월읍 고내리 300-1,064-799-0797,https://pridge.kr/v2/camping/campinginfo/114279,숙소,33.4694637851593,126.345584583061
부영CC관광호텔,호텔,제주특별자치도 서귀포시 남원읍 남조로 960,남원읍 수망리 628-8,064-766-5511,http://www.booyoungcc.co.kr/,숙소,33.3592182965721,126.712464223483
호텔52,호텔,제주특별자치도 서귀포시 대정읍 신영로36번길 35,대정읍 하모리 1089-23,064-794-1831,https://blog.naver.com/jejuhotel52,숙소,33.2198921419382,126.247074965305
부티크스테이스놉,펜션,제주특별자치도 서귀포시 예래해안로 17,하예동 1795-1,064-738-3555,http://www.jejusnob.com/,숙소,33.2332759669787,126.369583514006
린든게스트하우스,"여관,모텔","제주특별자치도 제주시 서광로 278 줌타워 6, 7층",이도이동 1781-5,064-722-0419,https://lyndon.modoo.at/,숙소,33.4999816815601,126.526212033291
퓨어스테이오션,호텔,제주특별자치도 제주시 서해안로 346-9 1층,도두이동 719-1,064-746-7895,,숙소,33.5095925091948,126.481964548622
곶자왈거문오름펜션,펜션,제주특별자치도 제주시 조천읍 선교로 371-10,조천읍 선흘리 1774-2,064-784-5233,https://pridge.kr/v2/camping/campinginfo/102575,숙소,33.4720906331474,126.709468306523
제주바다목장 다이브리조트,"콘도,리조트",제주특별자치도 제주시 한경면 한경해안로 565,한경면 신창리 542-9,064-773-9997,http://jejumarineranch.com/,숙소,33.3460794083784,126.179341641866
애월오션스테이,펜션,제주특별자치도 제주시 애월읍 애월해안로 412,애월읍 고내리 76-1,010-5699-6402,http://kbs1.kr/h/jjaewolocean/,숙소,33.4729651351682,126.352459542722
사계여행,게스트하우스,제주특별자치도 서귀포시 안덕면 산방로 262,안덕면 사계리 236-2,010-7742-9791,http://262stay.modoo.at/,숙소,33.2349704336945,126.307760797446
호텔연,호텔,제주특별자치도 서귀포시 솔동산로22번길 17-2,서귀동 587-43,,,숙소,33.2439588091094,126.562095907498
제주미주호텔,"여관,모텔",제주특별자치도 제주시 신대로 60,연동 300-4,,,숙소,33.4921506887305,126.496393474791
바다의향기오션뷰펜션,펜션,제주특별자치도 서귀포시 대정읍 송악관광로177번길 254-6,대정읍 상모리 71-8,1833-9306,http://xn--ok0b52guvjwvl61ao2bky2c.com/,숙소,33.2130761345423,126.292208051226
해마호텔,호텔,제주특별자치도 제주시 삼무로 28,연동 261-3,064-766-4000,,숙소,33.4897014871195,126.48955576516
제주골든비치펜션,펜션,제주특별자치도 제주시 서해안로 486-3,용담삼동 2342,064-743-8100,https://pridge.kr/v2/camping/campinginfo/102584,숙소,33.518652990133,126.491180968857
무명화가의집게스트하우스,게스트하우스,제주특별자치도 서귀포시 성산읍 시흥하동로55번길 23-5,성산읍 시흥리 139,010-9594-6126,http://nonamepainter.net/,숙소,33.4715455644735,126.905110166896
달토끼펜션,펜션,제주특별자치도 제주시 구좌읍 세평항로 45-11,구좌읍 평대리 3347-3,1833-9306,http://moonrabbit.kr/,숙소,33.5275740132431,126.853852133835
시티홀호텔,"여관,모텔",제주특별자치도 제주시 동광로4길 9-4,이도이동 1176-43,064-726-5678,https://blog.naver.com/kstaru,숙소,33.5007699429828,126.531976388691
애월애휴양펜션,펜션,제주특별자치도 제주시 애월읍 신엄1길 12,애월읍 신엄리 3075,064-799-8879,https://site.onda.me/130389,숙소,33.4687399927376,126.358033239725
중문리조트,"콘도,리조트",제주특별자치도 서귀포시 색달로 117,색달동 1821-3,064-738-0085,http://www.jungmunrst.com/,숙소,33.2625794386379,126.41564261993
T아일랜드,펜션,제주특별자치도 서귀포시 막숙포로 100,법환동 1452,064-738-1577,http://www.tisland.co.kr/,숙소,33.233590767769,126.511650532552
허브인휴양펜션,펜션,제주특별자치도 제주시 한림읍 귀덕6길 92-17,한림읍 귀덕리 2731,064-796-6604,http://www.jejuherbin.co.kr/,숙소,33.4356422546554,126.290244369954
코니호텔,"여관,모텔",제주특별자치도 제주시 애월읍 가문동길 79,애월읍 하귀2리 2810-1,0507-1328-3194,https://booking.naver.com/booking/3/bizes/738472,숙소,33.4888424268793,126.390726246714
씨에나펜션,펜션,제주특별자치도 서귀포시 예래로 267,하예동 351-4,064-739-6623,http://jejusiena.co.kr/,숙소,33.2421428595389,126.385691344604
쁘띠제주빅터펜션,펜션,제주특별자치도 제주시 서해안로 340,도두이동 713-3,064-744-1512,http://www.jejuvictor.com/,숙소,33.509982634611,126.481449272997
낭만제주펜션,펜션,제주특별자치도 제주시 도두5길 23,도두일동 1871-1,064-713-7705,https://www.nangman-jeju.com/,숙소,33.5046996117997,126.472292998661
제주오션뷰펜션,펜션,제주특별자치도 제주시 구좌읍 덕행로 276,구좌읍 행원리 2790,064-782-9464,http://www.jejuoceanview.co.kr/,숙소,33.5256810735895,126.788349726277
가름게스트하우스,게스트하우스,제주특별자치도 서귀포시 법환하로9번길 10,법환동 1330,064-739-4499,http://www.galeum.com/,숙소,33.2365795791631,126.512316718437
오션뷰제주 게스트하우스,게스트하우스,제주특별자치도 서귀포시 안덕면 난드르로 49-71,안덕면 창천리 785-2,010-4847-3824,https://blog.naver.com/ocean_view_jeju,숙소,33.2322177511537,126.367030113594
플랜비,게스트하우스,제주특별자치도 제주시 애월읍 애월해안로 910,애월읍 하귀2리 2710-6,0507-1319-7090,http://blog.naver.com/jeju_plan_b,숙소,33.4844142130848,126.392474467058
돌하르방캠핑장,"야영,캠핑장",제주특별자치도 제주시 한경면 낙수로 271-40,한경면 청수리 2130,064-773-0102,http://www.jejudolharbang.com/,숙소,33.3238533441466,126.238987816582
나르샤리조트,"콘도,리조트",제주특별자치도 서귀포시 안덕면 사계북로 52,안덕면 사계리 2763-4,064-792-8522,https://pridge.kr/v2/camping/campinginfo/120209,숙소,33.2338970313073,126.293785145494
제이앤비,호텔,제주특별자치도 서귀포시 토평남로30번길 10-8,토평동 237-2,064-733-8864,http://www.jnbhotel.com/,숙소,33.2607616259733,126.59261447182
휴스테이 금호,호텔,제주특별자치도 서귀포시 성산읍 성산중앙로 30-11,성산읍 성산리 155-1,010-5511-1588,http://hustay.kr/,숙소,33.4622805760595,126.933907349622
제주올레돔펜션,펜션,제주특별자치도 서귀포시 성산읍 온평포구로54번길 54,성산읍 온평리 1139-2,064-784-1177,http://jejuolledome.com/,숙소,33.3983453960295,126.898968439193
레드클레이펜션,펜션,제주특별자치도 제주시 애월읍 신상로 266,애월읍 하가리 120-50,064-733-5212,https://jejuredclay.modoo.at/,숙소,33.4486310210842,126.365927531172
캐슬렉스제주골프클럽 골프텔,"콘도,리조트",제주특별자치도 서귀포시 안덕면 평화로 1241,안덕면 광평리 351,064-793-6630,http://www.castlexjj.com/html/golftel/golftel01.asp,숙소,33.3383411736757,126.348716618245
서귀포힐즈호텔,호텔,제주특별자치도 서귀포시 신서로48번길 50,법환동 741-2,064-739-7300,http://www.sgphillshotel.co.kr/,숙소,33.2528443571653,126.510145626453
해마지펜션,펜션,제주특별자치도 서귀포시 성산읍 일주동로 5431,성산읍 신천리 105-1,064-787-2465,http://www.haemajipension.com/,숙소,33.3542912296895,126.861547352476
끌림36.5,게스트하우스,제주특별자치도 제주시 애월읍 고내로13길 83,애월읍 고내리 363-1,010-4832-0365,https://blog.naver.com/kkdland,숙소,33.4709115148584,126.347630158116
샤모니리조트,"콘도,리조트",제주특별자치도 서귀포시 중산간서로 68,강정동 1545,064-739-1200,https://chamonixresort.modoo.at/,숙소,33.2634138251459,126.504382371592
뽀요요펜션카페,펜션,제주특별자치도 제주시 우도면 우도해안길 128,우도면 연평리 2652,010-9737-8118,http://www.poyoyo.co.kr/,숙소,33.494261349508,126.946718171366
퓨어스테이,호텔,제주특별자치도 제주시 신대로 68,연동 301-3,,,숙소,33.491371508571,126.496365273693
오션하우스,펜션,제주특별자치도 서귀포시 안덕면 사계남로216번길 42,안덕면 사계리 123,010-4526-4541,http://oceanhouse.co.kr/,숙소,33.2348116891855,126.310184489947
더포힐스호텔,"여관,모텔",제주특별자치도 제주시 서해안로 258,도두이동 1644-4,064-744-5672,https://jbadahotel.modoo.at/,숙소,33.5090912053255,126.473342172653
스테이헤이븐,펜션,제주특별자치도 제주시 애월읍 애월로 11,애월읍 애월리 2467,064-799-7252,https://pridge.kr/v2/camping/campinginfo/105040,숙소,33.4601140551333,126.311231581006
빈티지1950카페펜션,펜션,제주특별자치도 제주시 구좌읍 덕행로 175-48,구좌읍 행원리 1950,010-7349-7319,http://vintage1950.com/,숙소,33.5311609359092,126.796387126148
더클라우드풀&스파,호텔,제주특별자치도 서귀포시 성산읍 한도로 269-37,성산읍 성산리 308,064-783-8366,,숙소,33.4691169590312,126.935143076579
나비스호스텔,유스호스텔,제주특별자치도 제주시 애월읍 애월해안로 885,애월읍 하귀2리 2749-3,064-712-5200,,숙소,33.4864619858701,126.39153709177
제주게스트하우스,게스트하우스,제주특별자치도 제주시 용화로10길 14,용담이동 639-3,010-9877-1092,https://m.search.naver.com/search.naver?sm=mtb_hty.top&where=m&oquery=%EC%A0%9C%EC%A3%BC+%EA%B2%8C%EC%8A%A4%ED%8A%B8%ED%95%98%EC%9A%B0%EC%8A%A4&tqi=hqrrqwqVbVGssn1aLd8sssssse4-316076&query=%EC%A0%9C%EC%A3%BC+%EA%B2%8C%EC%8A%A4%ED%8A%B8%ED%95%98%EC%9A%B0%EC%8A%A4%EB%AF%BC%EB%B0%95,숙소,33.5086098587857,126.507540397785
해미안,펜션,제주특별자치도 제주시 일주서로 7353,외도이동 338-1,064-713-2001,http://www.haimian.co.kr/,숙소,33.4938185172154,126.43213737845
리시온호텔,호텔,제주특별자치도 서귀포시 표선면 표선동서로 263,표선면 표선리 591-1,064-787-8841,http://www.rezionhotel.com/,숙소,33.327178317407,126.833614877887
제주담스테이,호텔,제주특별자치도 제주시 중앙로2길 35-1,삼도이동 1183-2,064-753-1185,https://blog.naver.com/assist_j,숙소,33.5173418213074,126.521032130375
아루미호텔 협재점,"여관,모텔",제주특별자치도 제주시 한림읍 한림로 545,한림읍 옹포리 393,064-738-5947,http://www.aroomi.co.kr/,숙소,33.4063427111514,126.25629015946
호텔하루시다,호텔,제주특별자치도 서귀포시 안덕면 사계로114번길 130,안덕면 사계리 724,064-792-2002,https://www.harusida.com/,숙소,33.2494541994022,126.308739637003
푸른제주펜션,펜션,제주특별자치도 서귀포시 성산읍 한도로 256,성산읍 성산리 260-2,064-783-4830,http://www.preunjeju.co.kr/,숙소,33.4659260973907,126.93449989943
자인빌리지펜션,펜션,제주특별자치도 서귀포시 하신상로 174-21,상효동 112-3,064-733-4824,http://zainvill.com/,숙소,33.2747903460538,126.609501812062
편운산장,펜션,제주특별자치도 서귀포시 성산읍 서성일로 898-38,성산읍 수산리 1687-3,064-784-8088,,숙소,33.4373988959248,126.874764654789
호텔메이저2,호텔,제주특별자치도 제주시 은남4길 40,연동 273-54,064-742-6889,http://hotelmajorjeju.com/two,숙소,33.4865545901,126.491534450762
쉬멍놀멍,펜션,제주특별자치도 제주시 한림읍 협재2길 30,한림읍 협재리 2557-1,064-745-0099,https://pridge.kr/v2/camping/campinginfo/104521,숙소,33.3923034299607,126.242929080464
제주R호텔,"여관,모텔",제주특별자치도 제주시 서광로14길 5,삼도1동 565-19,,,숙소,33.4994335795575,126.517908161045
몽듀호텔,"여관,모텔",제주특별자치도 제주시 서해안로 382,용담삼동 2572,,,숙소,33.5126904851385,126.484543426101
헤르츠호텔,호텔,제주특별자치도 제주시 중앙로 252,이도이동 1010,064-759-7749,,숙소,33.4973930315235,126.531118922942
해밀리조트,"콘도,리조트",제주특별자치도 제주시 애월읍 광상로 272,애월읍 유수암리 617-1,010-4185-3004,https://pridge.kr/v2/camping/campinginfo/120851,숙소,33.4436270849246,126.404100904258
그랑빌펜션,펜션,제주특별자치도 서귀포시 중문관광로 17,색달동 2512,064-739-9994,http://www.grandville.co.kr/,숙소,33.2563909178606,126.415263792185
테라스힐,펜션,제주특별자치도 제주시 아봉로 346,월평동 965-2,0507-1350-3478,http://www.terracehilljeju.com/,숙소,33.4703767167318,126.572741389775
스카이힐비지니스호텔,호텔,제주특별자치도 제주시 서광로24길 1,삼도일동 580-27,064-751-5177,http://skyhillhotel.com/,숙소,33.499437788004,126.523283473583
서귀포귤림성,펜션,제주특별자치도 서귀포시 일주동로 8941,호근동 569-2,064-739-3331,http://www.gyulimsung.com/,숙소,33.2502906728106,126.536006813907
비앤썬펜션,펜션,제주특별자치도 서귀포시 성산읍 환해장성로 929-7,성산읍 고성리 592,010-4340-0065,http://www.bnsun.co.kr/,숙소,33.4341271971663,126.914947679254
비앤썬펜션,펜션,제주특별자치도 서귀포시 성산읍 환해장성로 929-7,성산읍 고성리 592,010-4340-0065,http://www.bnsun.co.kr/,숙소,33.4341271971663,126.914947679254
비앤썬,"여관,모텔",제주특별자치도 서귀포시 성산읍 환해장성로 929-7,성산읍 고성리 592,,,숙소,33.4341271971663,126.914947679254
비앤썬,"여관,모텔",제주특별자치도 서귀포시 성산읍 환해장성로 929-7,성산읍 고성리 592,,,숙소,33.4341271971663,126.914947679254
보롬코지펜션,펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 402,구좌읍 월정리 670-5,010-3734-1114,https://boromcozy.modoo.at/,숙소,33.5592883227509,126.792662392636
쥬디스펜션,펜션,제주특별자치도 제주시 현사안길 40,이호일동 1709,010-7280-4551,http://jejujudith.com/,숙소,33.4964805644938,126.450721918752
로그맨하우스,펜션,제주특별자치도 제주시 애월읍 소길남길 179,애월읍 소길리 975,064-799-3177,http://www.logman.co.kr/,숙소,33.4192049820213,126.375747246951
아마빌레펜션,펜션,제주특별자치도 제주시 애월읍 애월해안로 909,애월읍 하귀2리 2708,010-2266-4900,http://xn--om2b15ad1g31i8wdoqb.com/,숙소,33.4847322536815,126.392595227977
F1모텔,"여관,모텔",제주특별자치도 제주시 사장1길 18,연동 294-87,064-711-0939,,숙소,33.4853353254119,126.493903215604
제주락,펜션,제주특별자치도 서귀포시 월드컵로 203,법환동 1540,010-8765-1828,http://www.jejurak.com/,숙소,33.2316153614802,126.506185470194
UTS골프빌리지,"콘도,리조트",제주특별자치도 제주시 애월읍 광령평화2길 170-2,애월읍 광령리 2807-3,064-799-0794,http://www.utsjeju.com/,숙소,33.4306313157828,126.43438710578
제주인관광호텔,숙박,제주특별자치도 제주시 신산마을길 20,내도동 277-1,064-741-1100,,숙소,33.4918314667022,126.445688378249
씨클리프호텔제주,호텔,제주특별자치도 제주시 애월읍 애월해안로 554-8,애월읍 신엄리 2734-1,064-799-9955,https://seacliffjeju.com/,숙소,33.4776414853493,126.362846629387
씨클리프호텔제주,호텔,제주특별자치도 제주시 애월읍 애월해안로 554-8,애월읍 신엄리 2734-1,064-799-9955,https://seacliffjeju.com/,숙소,33.4776414853493,126.362846629387
윈드힐호텔,"여관,모텔",제주특별자치도 제주시 애월읍 애월해안로 554-8,애월읍 신엄리 2734-1,064-799-9981,,숙소,33.4776414853493,126.362846629387
윈드힐호텔,"여관,모텔",제주특별자치도 제주시 애월읍 애월해안로 554-8,애월읍 신엄리 2734-1,064-799-9981,,숙소,33.4776414853493,126.362846629387
호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,호텔,제주특별자치도 제주시 서부두2길 26,건입동 1443-2,064-795-7000,http://www.hotelwhistle.com/,숙소,33.5173806716395,126.527509377287
라관광호텔,호텔,제주특별자치도 제주시 연북로 217,오라이동 3100-1,064-713-6260,http://www.rahotel.net/,숙소,33.4819476576561,126.504834416782
호텔W 신제주점,호텔,제주특별자치도 제주시 은남4길 42,연동 273-36,064-752-7000,,숙소,33.4865625570328,126.491300808475
포시즌호텔,호텔,제주특별자치도 제주시 원노형3길 19,노형동 914,064-900-5453,,숙소,33.486464531954,126.483968250186
천지연호텔,호텔,제주특별자치도 서귀포시 솔동산로 40,서귀동 654-5,064-762-1002,https://cheonjiyeonhotel.modoo.at/,숙소,33.2418943123131,126.5623942961
애플관광호텔,호텔,제주특별자치도 제주시 동광로 45,이도일동 1244-7,064-725-1552,,숙소,33.5030055713518,126.533564971262
씨앤호텔,호텔,제주특별자치도 제주시 일주서로 7490,내도동 15-1,,,숙소,33.4936160864809,126.447043718345
에이원호텔,호텔,제주특별자치도 제주시 사장1길 10,연동 294-37,064-748-8300,,숙소,33.4853173636593,126.49473794765
맨하탄호텔,호텔,제주특별자치도 제주시 도령로 66,연동 251-29,064-742-7991,,숙소,33.4893098846441,126.485621028099
골든파크호텔,호텔,제주특별자치도 제주시 서광로2길 9,오라일동 2442-5,064-752-5820,,숙소,33.4992368686326,126.512978698474
벙커호텔앤리조트,호텔,제주특별자치도 서귀포시 중산간동로8183번길 16,서홍동 1777-3,064-900-1117,http://bunkerhotel.tistory.com/,숙소,33.2612349550738,126.542615445239
드림제주호텔,호텔,제주특별자치도 서귀포시 대정읍 하모항구로6번길 5,대정읍 하모리 2132,064-792-0251,http://xn--hy1bm6gp9ovzaf91avlh.com/,숙소,33.2166449063311,126.251546108355
르네상스호텔,호텔,제주특별자치도 제주시 서사로14길 1,삼도일동 531,064-757-8090,,숙소,33.5034378151393,126.519439016253
호텔더그랑 중문,호텔,제주특별자치도 서귀포시 색달중앙로 19,색달동 2534-1,,,숙소,33.2574377783954,126.413136899851
호텔 스테이인터뷰 제주,호텔,제주특별자치도 서귀포시 중문관광로 288,대포동 1695,064-738-1956,,숙소,33.2459115985937,126.429485198322
해호텔,호텔,제주특별자치도 제주시 서해안로 526,용담삼동 1161,064-742-5356,,숙소,33.519607875848,126.495217012094
성산비치호텔,호텔,제주특별자치도 서귀포시 성산읍 성산등용로 13,성산읍 성산리 234-19,064-784-1000,,숙소,33.4648205040752,126.932907575005
비치스토리호텔,호텔,제주특별자치도 제주시 조천읍 조함해안로 492-5,조천읍 함덕리 1252-10,064-784-7400,https://www.instagram.com/beachstoryhotel,숙소,33.5421205404978,126.665400710084
스와브호텔,호텔,제주특별자치도 서귀포시 서홍로 102,서홍동 1289,064-733-2272,http://www.suavehotel.co.kr/,숙소,33.2571529235123,126.553280149995
호텔MCC,호텔,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 29,성산읍 고성리 444-7,064-784-2529,http://mccjeju.com/mcc/,숙소,33.4418086847759,126.91873457186
라움호텔,호텔,제주특별자치도 제주시 신광로10길 1,연동 268,064-747-3399,http://www.raumhotel.co.kr/,숙소,33.4836575515652,126.489375385112
레브호텔,호텔,제주특별자치도 제주시 은남1길 15,연동 292-17,064-745-8228,,숙소,33.4890674719461,126.49414728232
세종호텔,호텔,제주특별자치도 제주시 신광로 74,연동 263-5,064-746-6151,,숙소,33.4854617461538,126.489708031971
더퍼스트호텔,호텔,제주특별자치도 제주시 한림읍 한림로 695,한림읍 한림리 1314-35,064-796-6950,http://www.thefirsthotel.co.kr/,숙소,33.4167370242267,126.264730449829
오렌지호텔,호텔,제주특별자치도 서귀포시 태평로335번길 3,서귀동 317-7,064-762-9393,,숙소,33.2471902403589,126.557354645641
호텔홀라인 제주협재점,호텔,제주특별자치도 제주시 한림읍 한림로 197,한림읍 금능리 1296-3,070-4257-9563,http://hollain.com/,숙소,33.3864801590517,126.228886028386
이큐스테이,호텔,제주특별자치도 제주시 한림읍 금능남1길 6-1,한림읍 금능리 1258,064-796-5000,http://www.eqstay.com/,숙소,33.3852626736103,126.229876590689
이큐스테이,호텔,제주특별자치도 제주시 한림읍 금능남1길 6-1,한림읍 금능리 1258,064-796-5000,http://www.eqstay.com/,숙소,33.3852626736103,126.229876590689
웨스턴호텔,"여관,모텔",제주특별자치도 제주시 한림읍 금능남1길 6-1,한림읍 금능리 1258,,,숙소,33.3852626736103,126.229876590689
웨스턴호텔,"여관,모텔",제주특별자치도 제주시 한림읍 금능남1길 6-1,한림읍 금능리 1258,,,숙소,33.3852626736103,126.229876590689
호텔버지니아,호텔,제주특별자치도 서귀포시 중정로61번길 31,서귀동 289-13,,,숙소,33.2506284188973,126.562371371945
노블레스호텔,호텔,제주특별자치도 제주시 연동8길 31,연동 278-1,,,숙소,33.4828563631918,126.501077453702
올레관광호텔,호텔,제주특별자치도 제주시 서광로 254,삼도일동 580-31,064-723-2727,,숙소,33.4995502797437,126.523651544208
호텔 서귀피안,호텔,제주특별자치도 서귀포시 보목로64번길 178,보목동 1453,064-735-1453,http://hotelseogwipean.com/,숙소,33.2444159941835,126.590540213465
나이스호텔,호텔,제주특별자치도 제주시 논세길 96-38,내도동 104,064-749-0105,http://www.nicehoteljeju.com/,숙소,33.4829729874363,126.442372078401
호텔아나타,호텔,제주특별자치도 제주시 만덕로6길 31,일도일동 1198-5,,https://instagram.com/hotel.anatah,숙소,33.513644423698,126.528677367178
카세로지,호텔,제주특별자치도 서귀포시 표선면 가시로 383,표선면 가시리 997-1,064-780-4800,http://www.kaselodge.com/,숙소,33.344961433106,126.786441505549
호텔더블유 탑동점,호텔,제주특별자치도 제주시 임항로 24,건입동 1388-2,,,숙소,33.516309929953,126.527245894804
오로라호텔,호텔,제주특별자치도 제주시 논세길 51,내도동 239-1,064-747-5203,http://jejuaurora.jalib.site/,숙소,33.489410640647,126.442299293618
모슬포호텔 3동,호텔,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 15,대정읍 하모리 2129-3,010-3613-4723,http://xn--v52bq0mvvm4pc90d.com/,숙소,33.2177434793933,126.250535212424
에메랄드호텔,호텔,제주특별자치도 제주시 중앙로12길 35,삼도2동 936,064-751-0061,https://jejucnhs.modoo.at,숙소,33.5120589130134,126.521137765729
성산포스카이호텔,호텔,제주특별자치도 서귀포시 성산읍 동류암로36번길 6,성산읍 고성리 298-45,064-783-0808,,숙소,33.4494586699067,126.916678426747
호텔제이엠,호텔,제주특별자치도 제주시 삼무로1길 10-7,연동 260-40,064-747-6766,http://hoteljm.co.kr/,숙소,33.4903906948535,126.488754060901
제주슬림호텔,호텔,제주특별자치도 제주시 서광로 292-1,이도2동 1776-31,064-722-1555,https://jejuslimhotel.modoo.at/,숙소,33.5001752610344,126.527725448582
애월비치호텔,호텔,제주특별자치도 제주시 애월읍 애월해안로 554-10 1층,애월읍 신엄리 2735-1,064-799-9952,http://aewolbeach.co.kr/,숙소,33.477273700911,126.3628237162
호텔캘리포니아,호텔,제주특별자치도 서귀포시 김정문화로27번길 14-4,강정동 164-1,064-738-9901,https://www.hotelcaliforniajeju.com/,숙소,33.2528717847008,126.508345224108
케이관광호텔,호텔,제주특별자치도 제주시 연동3길 10,연동 251-79,064-743-2123,http://www.jejukhotel.co.kr/,숙소,33.4769180953258,126.488445571744
제니아호텔,호텔,제주특별자치도 제주시 은남1길 25,연동 282-20,064-797-9000,http://www.xeniahotel.co.kr/,숙소,33.4890900088331,126.493087493113
파크사이드호텔,호텔,제주특별자치도 제주시 도령로 126,연동 270-1,,,숙소,33.4924109766725,126.490767430287
오션호텔,호텔,제주특별자치도 서귀포시 표선면 표선중앙로 94,표선면 표선리 634-8,064-787-1414,,숙소,33.3256075198217,126.833831162522
다이아몬드호텔,호텔,제주특별자치도 제주시 신대로12길 42,연동 282-12,064-742-7746,,숙소,33.4889321301621,126.492226204894
위플스테이,호텔,제주특별자치도 제주시 도령로 102,연동 260-25,,http://weplestay.com/,숙소,33.4909501397133,126.488777674231
선스테이호텔,호텔,제주특별자치도 제주시 신광로 93,연동 276,064-744-7545,http://sunstayhotel.com/,숙소,33.483681222182,126.490109902446
탐라지오호텔,호텔,제주특별자치도 제주시 신광로 79,연동 274-7,064-712-0117,http://tamragio.com/,숙소,33.4850531226516,126.490162763278
제주 하나리조트,호텔,제주특별자치도 서귀포시 성산읍 일주동로 4995 오션갤러리 프리미어 빌라스 3단지,성산읍 신산리 317,,,숙소,33.3873824483551,126.885301496978
엔파제주호텔,호텔,제주특별자치도 서귀포시 성산읍 서성일로 726-11,성산읍 수산리 2576,064-735-6400,https://enpajejuhotel.modoo.at/,숙소,33.4297630280471,126.862086049356
메이저호텔,호텔,제주특별자치도 제주시 사장3길 36,연동 278-8,,,숙소,33.4830146742936,126.491031045267
제주코아호텔,호텔,제주특별자치도 제주시 신대로 148,연동 304-13,064-744-6600,,숙소,33.4840832766651,126.496047660395
씨앤하우스,호텔,제주특별자치도 제주시 조천읍 조천9길 10,조천읍 조천리 2526-1,,https://blog.naver.com/seaandhouse,숙소,33.5368805494384,126.636875770212
탑스텐빌라드애월 제주,호텔,제주특별자치도 제주시 애월읍 애월해안로 516-7,애월읍 신엄리 2768-7,064-720-9000,http://www.villadeaewol.co.kr/,숙소,33.4776700973418,126.360000440645
굿인호텔,호텔,제주특별자치도 서귀포시 태평로439번길 14,서귀동 411-13,064-767-9600,,숙소,33.2467743031385,126.565765073179
탑동호텔,호텔,제주특별자치도 제주시 서부두남길 19,건입동 1369,,,숙소,33.5158917518745,126.527476785577
솔동산스테이,호텔,제주특별자치도 서귀포시 솔동산로10번길 45,서귀동 685,,,숙소,33.240828353893,126.56258523026
샤이니호텔,호텔,제주특별자치도 제주시 구좌읍 송당4길 7,구좌읍 송당리 1469-6,064-783-5089,,숙소,33.4706812824493,126.784281771999
디앤디파트먼트 제주 d room,호텔,제주특별자치도 제주시 탑동로2길 3,삼도이동 1261-6,064-753-9901,https://d-jeju.arario.com/d-room-information,숙소,33.5177045919272,126.52331515606
풍경호스텔,호텔,제주특별자치도 서귀포시 남성로 117,서홍동 754-3,064-763-3353,,숙소,33.2423687581069,126.552864365481
뉴아일랜드관광호텔,호텔,제주특별자치도 제주시 연동6길 17,연동 263-12,064-712-1300,,숙소,33.484316700119,126.489439625222
씨앤제이관광호텔,호텔,제주특별자치도 제주시 광양8길 24,이도이동 1776-14,064-755-7413,,숙소,33.499808911254,126.527078628187
호텔퍼블리코,호텔,제주특별자치도 서귀포시 신서로48번길 20-9,강정동 165-7,064-721-8282,,숙소,33.2530015271622,126.507114819076
