이름,유형,도로명주소,지번주소,전화번호,영업시간,별점,리뷰,메뉴이름,메뉴가격,위도,경도,테마
제주도 해녀세자매,"해물,생선요리",제주 제주시 한림읍 한림해안로 275 1층 제주도 해녀세자매,수원리 942-1,0507-1488-0083,매일 11:00 ~ 20:30,0.0,5266.0,"['해녀세자매 너영나영Set A', '해녀해물탕(소)', '통갈치조림(소)1마리', '해녀세자매 혼디들엉Set B', '통갈치조림(대)2마리', '해녀해물탕(대)', '통갈치구이', '전복구이', '고등어구이', '특대흑옥돔구이', '딱새우찜', '갑오징어튀김', '성게미역국', '몸국', '딱새우회']","['100,000원', '60,000원', '55,000원', '170,000원', '100,000원', '90,000원', '50,000원', '30,000원', '15,000원', '45,000원', '35,000원', '25,000원', '18,000원', '12,000원', '35,000원']",33.425862130669,126.263965281403,맛집
칠사돈 애월해안도로본점,"육류,고기요리",제주 제주시 애월읍 애월해안로 906 1층,하귀2리 2710,064-748-3366,매일 15:00 ~ 22:00,0.0,0.0,"['740저온숙성 흑돼지2인분(500g)', '740명란 시즈닝 흑돼지2인 500g', '흑돼지 사골 김치찌개', '1인 400g(혼밥) 환영', '제주산 흑돼지 1100g']","['60,000원', '65,000원', '9,000원', '48,000원', '143,000원']",33.4847086574678,126.392030410237,맛집
가람돌솥밥,한식,제주 서귀포시 중문관광로 332 가람돌솥밥,대포동 747-3,0507-1432-1200,매일 08:00 ~ 22:00,4.46,0.0,"['전복돌솥밥', '성게전복돌솥밥', '한치해물돌솥밥', '전복해물뚝배기', '통갈치구이상차림(2인)', '전복상차림(2인)', '성게상차림(2인)', '갈치조림상차림(2인)', '영양돌솥밥', '제주성게미역국', '전복회(구이)', '제주활어회', '갈치조림(중)', '갈치조림(대)', '제주통갈치구이(중)']","['18,000원', '25,000원', '18,000원', '18,000원', '95,000원', '85,000원', '105,000원', '95,000원', '18,000원', '20,000원', '50,000원', '30,000원', '50,000원', '70,000원', '50,000원']",33.2496632565012,126.431297158467,맛집
고집돌우럭 제주공항점,한식,제주 제주시 임항로 30,건입동 1319-124,0507-1436-1008,영업시간 매일 10:00 ~ 21:30 · 휴게시간 매일 15:00 ~ 17:00,4.71,15958.0,"['런치_ A set', '디너_산 상차림']","['24,000원', '33,000원']",33.5162575762232,126.528057318421,맛집
안녕협재씨 제주협재점,비빔밥,제주 제주시 한림읍 금능길 12 1층,금능리 1740,0507-1347-0624,매일 09:00 ~ 16:00,4.51,4536.0,"['딱새우장비빔밥', '통전복내장비빔밥', '돌문어장비빔밥', '도마반판', '도마한판']","['17,000원', '17,000원', '18,000원', '13,000원', '25,000원']",33.3865699714768,126.224980323921,맛집
고등어회결사,"해물,생선요리",제주 제주시 애월읍 애월해안로 941 1층,하귀2리 2615-1,0507-1409-5576,매일 11:00 ~ 22:00,0.0,,,,33.48381400509,126.395530779708,맛집
협재수우동 협재점,일식당,제주 제주시 한림읍 협재1길 11,협재리 1706-1,064-796-5830,"월,수,목,금,토,일 10:30 ~ 17:00",4.11,5047.0,"['수우동', '유부우동', '자작냉우동', '비빔냉우동', '핑거돈가스정식', '둥글넙적어묵우동', '돈가스단품', '모듬튀김', '고로케']","['10,000원', '11,000원', '13,000원', '13,000원', '16,000원', '11,000원', '8,500원', '8,500원', '5,500원']",33.3966216151712,126.242446004839,맛집
나운터 횟집 서귀포올레시장본점,생선회,제주 서귀포시 칠십리로 42,서귀동 667-35,0507-1401-2237,매일 11:00 ~ 23:00,4.77,0.0,"['구문쟁이코스', '나운터스페샬모듬회소', '대방어회한상(소)', '모듬회', '갈치회+고등어회+매운탕한상', '갈치+고등어회', '부채새우 스페셜', '부채새우', '활한치', '한치물회 /소라물회/생선물회', '통갈치구이', '다금바리 돌돔한상 키로기준', '갈치조림', '덮밥', '초밥']","['180,000원', '150,000원', '120,000원', '120,000원', '70,000원', '60,000원', '160,000원', '60,000원', '40,000원', '15,000원', '60,000원', '변동', '50,000원', '13,000원', '13,000원']",33.2409817802628,126.56137297812,맛집
우도해녀식당,"해물,생선요리",제주 제주시 우도면 우도해안길 440 우도해녀식당,연평리 2308-3,010-9090-3509,매일 08:00 ~ 19:00,0.0,7573.0,"['문어 해물 전복 칼국수', '보말성게전복칼국수', '해물전복칼국수', '해산물모듬', '성게비빔밥', '성게미역국', '보말죽', '해물탕', '소라구이', '소라죽', '뿔소라회', '전복죽', '멍게', '문어숙회', '전복회']","['17,000원', '15,000원', '13,000원', '50,000원', '15,000원', '13,000원', '13,000원', '50,000원', '20,000원', '13,000원', '25,000원', '13,000원', '25,000원', '30,000원', '30,000원']",33.5144118322732,126.94886292248,맛집
바다를본돼지 서귀포올레시장점,돼지고기구이,제주 서귀포시 칠십리로 123 2층 바다를본돼지 제주서귀포점,서귀동 42,0507-1413-1058,매일 12:00 ~ 22:00,4.49,5240.0,"['열무비빔국수', '동치미열무국수', '바다본 흑돼지2인(550g)+멜조림', '바다본 런치메뉴(일일 100개 한정판매 / 인당 주문가능)', '추가) 멜조림(멸치조림)', '추가) 흑오겹살(180g)', '추가) 흑목살(180g)', '전복뚝배기(공깃밥 별도)', '해물된장찌개(공깃밥 별도)', '흑돼지김치찌개(공깃밥 별도)', '돌솥밥+전복내장소스', '런치 100g 추가', '런치 200g 추가']","['8,000원', '8,000원', '60,000원', '18,000원', '3,000원', '20,000원', '20,000원', '10,000원', '7,000원', '7,000원', '4,000원', '11,000원', '22,000원']",33.2430688639168,126.567574972689,맛집
가시아방국수,국수,제주 서귀포시 성산읍 섭지코지로 10,고성리 528-2,064-783-0987,"월,화,목,금,토,일 10:00 ~ 21:00",4.34,0.0,"['커플세트', '돔베고기', '고기국수', '비빔국수', '멸치국수', '물만두', '고기국수 곱배기', '비빔국수 곱배기', '멸치국수 곱배기', '돔베고기 절반']","['35,000원', '32,000원', '9,000원', '9,000원', '7,000원', '12,000원', '10,000원', '10,000원', '8,000원', '17,000원']",33.4386292568527,126.918078741951,맛집
계절식탁 함덕점,한식,제주 제주시 조천읍 조함해안로 510 2층,함덕리 1004-41,0507-1432-6577,매일 11:30 ~ 22:00 · 휴게시간 매일 16:00 ~ 17:00,4.77,3482.0,"['제주고등어한상(계절식탁한상(2인))', '고등어회', '모둠물회(2인)', '제주한상2인', '갈치구이', '딱새우회', '모듬사시미(중)', '돔베고기(소)', '갈치조림 (2인)', '갈치조림 세트(2인)']","['68,000원', '60,000원', '35,000원', '130,000원', '75,000원', '49,000원', '60,000원', '15,000원', '60,000원', '120,000원']",33.5425622178561,126.667370418606,맛집
한라미담우동,"우동,소바",제주 제주시 관덕로11길 35 2층,건입동 1401-3,0507-1451-0704,매일 11:00 ~ 20:00,0.0,577.0,"['제주텐동', '자루우동', '붓카케우동', '아부리사케동', '로제크림우동', '지도리우동', '카케우동', '후토마끼한줄', '후토마끼반줄', '연어사시미', '가라아게']","['18,000원', '16,000원', '16,000원', '15,000원', '15,000원', '16,000원', '12,000원', '25,000원', '15,000원', '12,000원', '10,000원']",33.5161032650652,126.525495582216,맛집
양대감 노형,돼지고기구이,"제주 제주시 원노형로 36 101호,102호",노형동 939-4,0507-1427-9593,매일 12:00 ~ 23:00,4.64,4896.0,"['모듬메뉴', '청정흑돼지 뼈삼겹 (100g당)', '청정흑돼지근고기 600g', '제주돼지 목갈비살 (100g)', '제주돼지 꽃목살', '제주돼지 뼈등심 (100g)', '제주돼지 오겹살', '제주돼지 생갈비', '게우철판볶음밥', '톳비빔냉면/톳물냉면', '된장찌개', '김치찌개']","['60,000원', '11,000원', '66,000원', '9,800원', '18,000원', '9,800원', '18,000원', '19,000원', '12,000원', '7,000원', '6,000원', '8,000원']",33.4855067218809,126.484693215429,맛집
산포식당 성산점,향토음식,제주 서귀포시 성산읍 서성일로 1134,,0507-1360-9217,매일 08:00 ~ 21:00,0.0,8920.0,"['왕 갈치SET (2인기준)', '특왕갈치 스테이크(2인)', '전복해물뚝배기', '갈치조림(1인)', '갈치국', '산포한상차림(3~4인)', '산포정식(2인기준)', '고등어구이', '옥돔구이', '옥돔.성게미역국', '통갈치구이(2인)', '산포정식 (옥돔구이세트2인)', '특대 옥돔구이 (2인)', '왕갈치 조림 (1인)']","['85,000원', '75,000원', '17,000원', '25,000원', '19,000원', '129,000원', '60,000원', '15,000원', '32,000원', '17,000원', '68,000원', '68,000원', '48,000원', '35,000원']",33.4451307855529,126.899675143168,맛집
곱들락 함덕흑돼지,돼지고기구이,제주 제주시 조천읍 함덕18길 19 101호,함덕리 951-1,064-783-0992,매일 12:00 ~ 22:00,4.55,,,,33.5394852368603,126.670225953279,맛집
피즈 애월,햄버거,제주 제주시 애월읍 애월로 29 1층 피즈 애월,애월리 2481-3,0507-1348-5148,매일 10:00 ~ 19:30,4.51,5249.0,"['아메리칸버거🌶', '피즈버거', '땅콩쉐이크+오리지널감자튀김', '더블버거', '치즈버거', '불고기버거', '바닐라쉐이크+오리지널감자튀김', '치즈갈릭감자튀김', '오지치즈감자튀김', '오리지널감자튀김', '핫윙(6pcs)', '해쉬브라운(2pcs)', '바닐라쉐이크', '땅콩쉐이크', '제주감귤주스']","['9,700원', '9,700원', '10,000원', '10,900원', '9,400원', '8,200원', '10,000원', '5,800원', '6,300원', '4,500원', '5,600원', '3,500원', '6,000원', '6,000원', '4,500원']",33.4615460352635,126.311831123319,맛집
돈이랑 본점,돼지고기구이,제주 서귀포시 일주서로 953,색달동 2182,0507-1415-9277,매일 12:00 ~ 00:00,4.68,0.0,"['프리미엄 숙성 제주흑돼지 100g', '프리미엄 숙성 제주백돼지 100g', '보말전복된장뚝배기', '김치말이국수', '항정살 100g', '김치찌개', '전복해물라면', '보말라면', '제주멜비빔밥', '물냉면·비빔냉면']","['10,800원', '9,000원', '10,000원', '6,000원', '11,000원', '6,000원', '8,500원', '7,500원', '3,000원', '7,000원']",33.2576980450082,126.409094060753,맛집
도라지식당 제주공항본점,한식,제주 제주시 연삼로 128 도라지빌딩,오라삼동 2112,0507-1349-3142,"월,수,목,금,토,일 09:00 ~ 20:30",0.0,1601.0,"['도라지상차림 2인', '갈치조림 ( 소ㆍ중ㆍ대 )', '도라지특상차림 4인', '돔베고기', '옥돔구이', '제주해물뚝배기', '제주 갈치국', '전복물회', '제주갈치구이', '성게미역국']","['79,000원', '25,000원', '200,000원', '30,000원', '45,000원', '17,000원', '18,000원', '18,000원', '25,000원', '16,000원']",33.492727343025,126.505910891864,맛집
춘미향 제주산방산점,한식,제주 서귀포시 안덕면 산방로 378,사계리 2820-4,0507-1429-5611,"월,화,목,금,토,일 11:30 ~ 20:30 · 휴게시간 14:00 ~ 17:30",4.48,1705.0,"['춘미향 정식', '갈치조림 소', '갈치조림 대(19미사용)', '흑돼지 두루치기', '흑돼지목살 200g', '돈목살 200g', '전복 성게 미역국', '벵에돔 김치찜 또는 조림', '벤자리 김치찜 또는 조림', '그 외 생선(참돔, 객주리) 김치찜 또는 조림', '생옥돔 통구이', '간장딱새우장']","['26,000원', '40,000원', '80,000원', '12,000원', '22,000원', '17,000원', '12,000원', '25,000원', '20,000원', '20,000원', '20,000원', '30,000원']",33.2314367174996,126.296492900677,맛집
맛나식당,한식,제주 서귀포시 성산읍 동류암로 41,고성리 316-9,064-782-4771,"월,화,목,금,토 08:30 ~ 14:00",4.46,6046.0,"['갈치조림', '고등어조림', '공기밥추가', '소주. 맥주', '우도땅콩막걸리']","['13,000원', '11,000원', '1,000원', '5,000원', '5,000원']",33.4485368642457,126.916013018154,맛집
제주에가면,한식,제주 제주시 탑동로 119 제주에 가면,삼도이동 1158-22,0507-1330-2119,"월,수,목,금,토,일 08:00 ~ 16:00",4.49,4185.0,"['보말칼국수', '보말죽', '도담밥', '왕만두(고기/김치)', '보말무말랭이무침 (보말꼬들)']","['10,000원', '13,000원', '10,000원', '6,000원', '10,000원']",33.5147353182838,126.518008437497,맛집
제주의노을 한림협재점,생선회,제주 제주시 한림읍 한림해안로 580 제주의노을 한림협재점,귀덕리 4169-4,0507-1332-3508,매일 16:00 ~ 00:00,0.0,0.0,"['예약불가', '자연산 다금바리', '자연산 돌돔', '특대 모듬회 (4~5인 기준)', '대 모듬회(3~4인 기준)', '중 모듬회(2~3인 기준)', '노을한상', '노을한상 스페셜', '바다한판', '제주의노을', '고등어회', '딱새우회', '해물라면', '참돔', '광어']","['변동', '변동', '변동', '130,000원', '110,000원', '90,000원', '95,000원', '130,000원', '130,000원', '190,000원', '60,000원', '45,000원', '15,000원', '70,000원', '60,000원']",33.4402010765618,126.276583850058,맛집
고이정 흑돼지 애월본점 보리짚불구이,돼지고기구이,제주 제주시 애월읍 애월로 6 애월 고이정,,0507-1350-0401,매일 11:00 ~ 24:00,4.61,11873.0,"['숙성흑돼지근고기550g', '숙성흑돼지점심특선2인', '숙성가브리살200g', '해물 된장찌개', '흑돼지김치찌개', '김치말이국수']","['66,000원', '43,000원', '24,000원', '7,000원', '7,000원', '6,000원']",33.4592977986301,126.311352052723,맛집
미향해장국 성산점,미향해장국,제주 서귀포시 성산읍 일출로 9 1층,고성리 1098-1,064-784-9994,매일 06:30 ~ 19:30,0.0,7430.0,"['소고기 선지해장국 (얼큰한맛), 공기밥 포함', '소고기 선지해장국 (순한맛), 공기밥 포함', '소고기 우거지해장국 (얼큰한맛), 공기밥 포함', '소고기 우거지해장국 (순한맛), 공기밥 포함', '소고기 불고기뚝배기, 공기밥 포함', '콜라', '사이다', '공기밥']","['10,000원', '10,000원', '10,000원', '10,000원', '11,000원', '2,000원', '2,000원', '1,000원']",33.4475345964435,126.913727436507,맛집
은희네해장국,해장국,제주 제주시 고마로13길 8,일도2동 357-4,064-726-5622,"월,화,수,금 06:00 ~ 15:00",4.37,5041.0,"['소고기해장국', '해장국', '내장탕']","['11,000원', '8,000원', '8,000원']",33.5085320014821,126.540741186743,맛집
뽈살집 본점,돼지고기구이,제주 서귀포시 중정로91번길 41 1층,서귀동 278-3,064-763-6860,매일 15:00 ~ 24:00,4.63,3098.0,"['모듬스페셜 중(2인)', '모듬스페셜 대(3~4인)', '돼지고기 특수부위(200g)', '열무사과냉면(비빔.물)', '돼지껍데기', '수제 떡갈비', '수제 소세지', '즉석떡볶이', '모듬스페셜(자투리 고기)']","['45,000원', '69,000원', '15,000원', '6,000원', '5,000원', '5,000원', '5,000원', '3,000원', '3,000원']",33.2508287213035,126.562847146656,맛집
협재섬바다,한식,제주 제주시 한림읍 금능남로 53 협재섬바다,협재리 2765-5,064-796-0053,매일 08:30 ~ 20:30,0.0,3524.0,"['뼈(가시)없는 갈치조림 (小)', '갈치정식', '보말 칼국수', '흑돼지김치찌개', '갈치조림(小)', '갈치조림(中)', '갈치조림(大)', '2인 세트', '3인 세트', '4인 세트', '고등어 구이', '옥돔 구이', '전복 뚝배기', '성게 미역국', '문어해물 칼국수']","['40,000원', '11,900원', '11,000원', '8,000원', '40,000원', '55,000원', '70,000원', '51,000원', '61,000원', '94,000원', '15,000원', '18,000원', '15,000원', '15,000원', '15,000원']",33.3832166728086,126.235340707476,맛집
바다속고등어쌈밥 제주애월본점,쌈밥,제주 제주시 애월읍 일주서로 7089 1층,하귀1리 1548,0507-1479-6466,매일 08:00 ~ 21:00,0.0,,,,33.4842760852252,126.406766486505,맛집
제주김만복김밥 본점,분식,제주 제주시 오라로 41,오라삼동 2250-1,064-759-8582,매일 08:00 ~ 20:30,4.27,0.0,"['만복이네김밥', '고기국수', '청귤소바', '미디엄레어 김밥', '통전복주먹밥', '숯불갈비주먹밥', '김만복고사리라면', '오징어무침비빔면', '오징어무침', '가오리회무침', '크루아상 아이스크림', '삼다수생수', '스프라이트', '코카콜라', '제로콜라']","['8,500원', '6,900원', '4,500원', '7,500원', '5,500원', '6,000원', '9,500원', '9,500원', '6,500원', '5,000원', '3,500원', '1,000원', '2,000원', '2,000원', '2,000원']",33.4970418018495,126.50892242155,맛집
노라바,라면,제주 제주시 애월읍 구엄길 100,구엄리 1287-1,0507-1360-1900,매일 10:00 ~ 17:00 · 휴게시간 매일 14:00 ~ 15:00,0.0,,,,33.4827917364341,126.376306099844,맛집
제주협재 바다해찬,"해물,생선요리",제주 제주시 한림읍 한림로 326,협재리 2514-28,0507-1367-6261,매일 10:00 ~ 22:00,4.58,3519.0,"['해찬세트', '제주 모듬회 바다한상', '모듬회', '해찬물회', '보말전복 칼국수', '전복해물뚝배기', '전복죽', '해찬 모듬 해산물', '고등어구이', '제주 고등어 바다한상', '제주 성게알 바다한상', '고등어회', '제주 뿔소라찜', '광어회', '딱새우회']","['57,000원', '139,000원', '59,000원', '15,000원', '15,000원', '16,000원', '15,000원', '57,000원', '15,000원', '118,000원', '115,000원', '38,000원', '35,000원', '35,000원', '35,000원']",33.3926770221067,126.239886512987,맛집
제주약수터,"맥주,호프",제주 서귀포시 중앙로 35 1층,서귀동 294-20,0507-1323-6572,매일 17:00 ~ 00:30,4.63,0.0,"['무료시음서비스', '제주수제맥주 340cc 글라스', '제주수제맥주 500cc 포장', '4캔 선물세트', '고기칠리 나초플래터', '제주달고기 피시앤칩스(올레길 첨가)', '수제소세지와 웨지감자', '하우스 티라미수(흑맥주 첨가)', '러스크(웰컴스낵)', '미야자키식 닭튀김', '핫윙과 감자튀김', '토마토절임과 리코타샐러드', '지중해식 해산물 오일샐러드', '마늘쫑파스타', '생크림 치즈케잌']","['무료', '7,800원', '8,700원', '18,000원', '16,000원', '16,000원', '16,000원', '10,000원', '무료', '16,000원', '16,000원', '17,000원', '16,000원', '15,000원', '10,000원']",33.2477455999516,126.56161861637,맛집
고집돌우럭 제주함덕점,향토음식,제주 제주시 조천읍 신북로 491-9 2층,함덕리 1020-2,0507-1353-6061,매일 10:00 ~ 21:30 · 휴게시간 매일 15:00 ~ 17:00,4.76,12797.0,"['런치_A set', '디너_산 상차림']","['24,000원', '33,000원']",33.543817050075,126.663100369275,맛집
순옥이네명가,전복요리,제주 제주시 도공로 8,도두일동 2615-5,064-743-4813,매일 09:00 ~ 21:00 · 휴게시간 매일 15:30 ~ 17:00,4.26,0.0,"['소라', '성게', '한치물회', '순옥이네물회', '전복물회', '전복뚝배기', '전복(자연산)', '전복(1인)', '모듬해산물', '전복찜 대', '전복회 대', '고등어구이', '전복죽', '돌멍게', '해삼']","['20,000원', '30,000원', '12,000원', '16,000원', '16,000원', '16,000원', '변동', '40,000원', '50,000원', '50,000원', '50,000원', '10,000원', '13,000원', '20,000원', '20,000원']",33.5055171886466,126.464981289097,맛집
제주신라호텔 더 파크뷰,뷔페,제주 서귀포시 중문관광로72번길 75 3층,색달동 3039-3,064-735-5334,매일 07:30 ~ 22:00,4.77,1896.0,"['아침', '점심', '저녁']","['70,000원', '70,000원', '150,000원']",33.2480220364993,126.408678569391,맛집
우동카덴,일식당,제주 제주시 조천읍 교래3길 23,교래리 550-1,0507-1346-6263,"월,수,목,금,토,일 10:30 ~ 19:00 · 휴게시간 15:00 ~ 16:30",0.0,3113.0,"['야마카케우동', '텐뿌라우동', '은갈치튀김', '이카텐붓카케', '카덴냉우동', '자루우동', '멘타이코(명란)우동', '카레라이스+미니우동', '아사리(바지락)우동', '키프네(유부)우동', '흙돼지 우동', '가마타바 버터 우동', '카키아게 우동']","['13,000원', '11,000원', '34,000원', '9,500원', '8,000원', '8,000원', '12,000원', '11,000원', '10,000원', '10,000원', '11,000원', '11,000원', '11,000원']",33.4358380573487,126.67929567455,맛집
화로위 함덕해수욕장점,"육류,고기요리",제주 제주시 조천읍 함덕19길 9 1동 1층 화로위,함덕리 960-7,0507-1383-1094,매일 11:00 ~ 00:00,4.69,8176.0,"['숙성흑돼지근고기600g', '제주 가브리살200g', '멸젓볶음밥', '김치말이국수']","['72,000원', '24,000원', '6,000원', '6,000원']",33.5411901827899,126.670001883729,맛집
숙성도 애월점,돼지고기구이,제주 제주시 애월읍 애월로1길 24-16 1층,애월리 2527-4,0507-1356-4231,매일 12:00 ~ 22:00 · 휴게시간 매일 15:30 ~ 16:30,0.0,1096.0,"['960 숙성뼈등심', '960 숙성 뼈목살', '720 숙성 꽃등심', '720 숙성삼겹살', '720 숙성 1%목살']","['38,000원', '37,000원', '21,000원', '22,000원', '22,000원']",33.4635309562975,126.309576080755,맛집
이모밥상,한식,제주 제주시 연북로 173,연동 456-1,064-744-1733,매일 09:00 ~ 21:00,0.0,0.0,"['이모밥상(1인분)', '고등어양념구이', '돔베고기 중', '전복구이 중', '고등어구이밥상', '소불고기밥상', '어린이밥상(5~9세)', '돔배고기 소', '전복구이 소', '옥돔구이', '동태전', '보말전', '찰솥밥(추가)']","['17,000원', '22,000원', '20,000원', '20,000원', '20,000원', '23,000원', '12,000원', '15,000원', '15,000원', '15,000원', '12,000원', '12,000원', '2,000원']",33.4818812270035,126.499943316907,맛집
협재칼국수,"칼국수,만두",제주 제주시 한림읍 협재로 3,협재리 1908-2,0507-1335-8107,매일 09:00 ~ 20:00 · 휴게시간 매일 16:00 ~ 17:00,4.47,5410.0,"['🐙해물칼국수 [대표]', '🐚전복죽 [BEST]', '🍵보말칼국수 [BEST]', '🦑한치물회 [별미]', '🐙통문어한마리 [사장님추천]']","['16,000원', '15,000원', '11,000원', '15,000원', '35,000원']",33.3968217207657,126.244464242466,맛집
둘레길 서귀포중문본점,양식,제주 서귀포시 천제연로 209-1 2층 둘레길,중문동 2006-3,0507-1379-3255,매일 10:00 ~ 22:00 · 휴게시간 월~금 15:00 ~ 16:30,4.9,3809.0,[],[],33.251723155225,126.427124087946,맛집
동문올레수산 동문시장 본점,"해물,생선요리",제주 제주시 관덕로14길 10 동문올레수산 동문시장 본점,이도1동 1349-5,064-752-5657,매일 09:00 ~ 21:50,4.26,0.0,"['모듬회', '갈치조림(1인분)', '고등어조림', '갈치구이', '고등어구이', '(통)전복개우볶음밥', '전복해물뚝배기', '옥돔구이(수입산)', '옥돔구이(제주산)', '활어, 한치, 멍게 회덮밥', '한치물회', '해삼물회', '전복물회', '딱새우전복죽', '매운탕']","['변동', '25,000원', '30,000원', '25,000원', '20,000원', '15,000원', '15,000원', '25,000원', '40,000원', '12,000원', '12,000원', '15,000원', '15,000원', '12,000원', '12,000원']",33.5122603460718,126.526183652508,맛집
제주마음,한식,제주 제주시 원노형3길 15 1층,노형동 914-2,0507-1329-8332,매일 10:00 ~ 21:30,4.56,4398.0,"['제주갈치조림+제주갈치구이(2인)', '철판통갈치조림(소)', '뼈없는 제주 통갈치구이', '뼈없는 제주 통갈치조림', '제주갈치조림+통갈치구이(3~4인)', '철판통갈치조림(대)', '철판통갈치조림(중)', '통갈치구이(대)', '통갈치구이(중)', '제주갈치토막조림 (대)', '제주갈치토막조림 (중)', '고등어구이', '전복물회']","['75,000원', '115,000원', '105,000원', '125,000원', '138,000원', '205,000원', '160,000원', '95,000원', '60,000원', '85,000원', '65,000원', '18,000원', '18,000원']",33.4864495544493,126.484355476723,맛집
해녀김밥 본점,김밥,"제주 제주시 조천읍 함덕로 40 3층, 302호",함덕리 산14-13,0507-1342-3005,"월,화,수,금,토,일 09:00 ~ 17:00",4.32,5052.0,"['해녀김밥', '딱새우김밥', '해녀해물라면', '전복김밥', '오징어튀김', '코카콜라', '스프라이트', '쿠우젤리', '미니멜츠']","['8,000원', '8,500원', '11,000원', '8,000원', '9,000원', '2,000원', '2,000원', '2,000원', '3,000원']",33.5423954649322,126.671132773258,맛집
제주순메밀막국수,막국수,제주 서귀포시 안덕면 녹차분재로 60,서광리 1413-3,064-792-0600,매일 00:00 ~ 24:00,4.52,5668.0,"['들기름막국수', '명태회막국수', '수육', '해물찜닭(소)', '샤브백숙', '동치미막국수', '메밀소바', '해물파전', '해물찜닭(대)', '유뷰온면']","['11,000원', '11,000원', '22,000원', '40,000원', '70,000원', '10,000원', '10,000원', '20,000원', '60,000원', '11,000원']",33.2912786855501,126.301914728783,맛집
제주미향 중문본점,"해물,생선요리",제주 서귀포시 천제연로 99 제주미향 중문본점,색달동 2477,064-738-8588,매일 09:00 ~ 22:00,4.57,5775.0,"['순살갈치스페셜(2인 실속갈치세트)', '갈치조림 (2인)', '통갈치구이 (小)', '돌문어 해물전골(2인)', '통갈치조림(2인)', '돌문어 전골스페셜', '통갈치구이 스페셜(2~3인)', '통갈치조림 스페셜(2~3인)', '통갈치구이 (大)', '갈치회 2人', '고등어회 2人', '해물뚝배기', '전복뚝배기', '성게미역국', '회덮밥']","['58,000원', '45,000원', '50,000원', '45,000원', '75,000원', '105,000원', '95,000원', '115,000원', '70,000원', '50,000원', '50,000원', '11,000원', '15,000원', '15,000원', '15,000원']",33.2551514229328,126.416350009213,맛집
88버거,햄버거,제주 서귀포시 동문로 63,서귀동 255-9,064-733-8488,"월,화,수,금,토,일 10:00 ~ 21:00",4.72,0.0,"['88버거', '아메리칸치즈버거', '크림소스버거', '어니언칠리버거', '88버거세트', '아메리칸치즈버거세트', '어니언칠리버거세트', '크림소스버거세트', '감자튀김', '칠리치즈프라이즈', '치즈프라이즈', '수제 츄러스', '버팔로윙', '콜라 355ml', '스프라이트 355ml', '제로콜라 355ml']","['10,800원', '11,800원', '13,000원', '13,000원', '14,800원', '15,800원', '17,000원', '17,000원', '5,000원', '8,900원', '8,900원', '7,000원', '15,000원', '2,500원', '2,500원', '2,500원']",33.2492475189286,126.567122293048,맛집
춘심이네 본점,"해물,생선요리",제주 서귀포시 안덕면 창천중앙로24번길 16 1층 춘심이네 본점,창천리 160-3,0507-1420-4018,영업시간 매일 11:00 ~ 20:30 · 휴게시간 매일 15:30 ~ 17:00,0.0,9064.0,"['춘심이네 2인세트', '통갈치구이 2인 ~ 4인', '왕 갈치구이', '뼈없는 은갈치조림2인 ~ 4인', '큰큰하다 션몰세트', '제라하다 선물세트', '한한하다 선물세트']","['89,000원', '89,000~158,000', '190,000~250,000', '78,000~128,000', '180,000원', '140,000원', '109,000원']",33.2644792718898,126.370541397903,맛집
문쏘 제주협재점,일식당,제주 제주시 한림읍 한림상로 15-5 문쏘 제주협재점,옹포리 326-3,0507-1350-7935,매일 10:30 ~ 20:20,0.0,4484.0,"['마라황게카레', '흑돼지갈비밥', '에그인헤븐', '에그인헬', '고등어밥', '레드아이(토마토맥주)', '산토리 하이볼', '홍차 하이볼', '홍차 샌디가프', '홍차 샌디가프(M)']","['16,000원', '15,000원', '20,000원', '20,000원', '15,000원', '9,000원', '12,000원', '11,000원', '9,000원', '6,000원']",33.4056391497558,126.256597359664,맛집
장똘뱅이 오마카세,일식당,제주 제주시 신광로6길 25 제원아파트 상가 107호,연동 252-1,0507-1391-7989,화~일 15:00 ~ 02:00,4.68,3205.0,"['우니런치코스', '*우니한판코스*만족도최고*', '*신*우니반판*참다랑어*대뱃살코스*', '*신*우니한판*참다랑어대뱃살', '숙성회', '우니참다랑어대뱃살코스', '*연어초밥*연어회*', '참치 한판', '대뱃살모둠초밥한판8시이후판매', '소고기 구이(갈빗살)8시이후판매합니다', '*단품 *김치우동*8시이후판매합니다', '*단품*꿔바로우(탕수육)8시이후판매', '사시미한판단품8시이후판매합니다', '혼마구로 단품', '우니한판5만우니반판25000']","['44,000원', '88,000원', '68,000원', '78,000원', '30,000원', '55,000원', '30,000원', '30,000원', '30,000원', '10,000원', '10,000원', '10,000원', '25,000원', '25,000원', '25,000원']",33.4878254698819,126.487702282666,맛집
숙성도 함덕점,돼지고기구이,제주 제주시 조천읍 함덕로 40 2층 201호,함덕리 산14-13,064-783-9951,매일 12:00 ~ 22:00 · 휴게시간 매일 15:00 ~ 16:30,0.0,2774.0,"['960뼈등심', '720 뼈목살', '720삼겹살', '720 숙성1%목살', '560통항정', '560통갈매기']","['38,000원', '37,000원', '22,000원', '22,000원', '21,000원', '21,000원']",33.5423954649322,126.671132773258,맛집
